"Facility ID","SMD Measure Description","SMD %","SMD Denominator","SMD Footnote","SUB-2/-2a Measure Description","SUB-2 %","SUB-2 Denominator","SUB-2 Footnote","SUB-2a %","SUB-2a Denominator","SUB-2a Footnote","SUB-3/-3a Measure Description","SUB-3 %","SUB-3 Denominator","SUB-3 Footnote","SUB-3a %","SUB-3a Denominator","SUB-3a Footnote","TOB-3/-3a Measure Description","TOB-3 %","TOB-3 Denominator","TOB-3 Footnote","TOB-3a %","TOB-3a Denominator","TOB-3a Footnote","TR-1 Measure Description","TR-1 %","TR-1 Denominator","TR-1 Footnote","Start Date","End Date","FAPH Measure Description","FAPH-30 %","FAPH-30 Denominator","FAPH-30 Footnote","FAPH-7 %","FAPH-7 Denominator","FAPH-7 Footnote","FAPH Measure Start Date","FAPH Measure End Date","MedCont Measure Desc","MedCont %","MedCont Denominator","MedCont Footnote","MedCont Measure Start Date","MedCont Measure End Date","READM-30-IPF Measure Desc","READM-30-IPF Category","READM-30-IPF Denominator","READM-30-IPF Rate","READM-30-IPF Lower Estimate","READM-30-IPF Higher Estimate","READM-30-IPF Footnote","READM-30-IPF Start Date","READM-30-IPF End Date","IMM-2 Measure Description","IMM-2 %","IMM-2 Denominator","IMM-2 Footnote","Flu Season Start Date","Flu Season End Date"
454011,"Screening for metabolic disorders (SMD)",86,118,,"Alcohol use brief intervention provided or offered","Not Available","Not Available",1,"Not Available","Not Available",1,"Alcohol and other drug use disorder treatment provided or offered at discharge",53,51,,18,51,,"Tobacco use treatment provided or offered at discharge",0,36,,0,36,,"Transition record with specified elements received by discharged patients (TR1)",69,211,,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization","Not Available","Not Available",1,"Not Available","Not Available",1,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge","Not Available","Not Available",1,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available",1,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)",8,110,,10/01/2023,03/31/2024
454012,"Screening for metabolic disorders (SMD)",74,631,,"Alcohol use brief intervention provided or offered",59,123,,80,91,,"Alcohol and other drug use disorder treatment provided or offered at discharge",63,246,,45,246,,"Tobacco use treatment provided or offered at discharge",74,274,,12,274,,"Transition record with specified elements received by discharged patients (TR1)",87,1017,,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization",47.3,129,,25.6,129,,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge",62.5,248,,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","No Different Than the National Rate",260,21.5,17.7,25.6,,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)",63,514,,10/01/2023,03/31/2024
454018,"Screening for metabolic disorders (SMD)",69,924,,"Alcohol use brief intervention provided or offered",89,346,,89,318,,"Alcohol and other drug use disorder treatment provided or offered at discharge",93,514,,70,514,,"Tobacco use treatment provided or offered at discharge",94,803,,5,803,,"Transition record with specified elements received by discharged patients (TR1)",99,1860,,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization",64.6,96,,33.3,96,,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge",77.1,218,,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","No Different Than the National Rate",261,19.9,16.0,24.1,,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)",76,426,,10/01/2023,03/31/2024
454026,"Screening for metabolic disorders (SMD)",77,828,,"Alcohol use brief intervention provided or offered",40,256,,70,120,,"Alcohol and other drug use disorder treatment provided or offered at discharge",90,339,,85,339,,"Tobacco use treatment provided or offered at discharge",52,354,,1,354,,"Transition record with specified elements received by discharged patients (TR1)",33,1180,,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization",49.5,105,,20,105,,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge",66,250,,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","No Different Than the National Rate",265,21.6,17.9,25.7,,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)",82,586,,10/01/2023,03/31/2024
454029,"Screening for metabolic disorders (SMD)",88,322,,"Alcohol use brief intervention provided or offered",96,135,,98,132,,"Alcohol and other drug use disorder treatment provided or offered at discharge",88,162,,83,162,,"Tobacco use treatment provided or offered at discharge",65,164,,49,164,,"Transition record with specified elements received by discharged patients (TR1)",60,672,,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization",63.2,57,,42.1,57,,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge",88,75,,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","No Different Than the National Rate",128,16.8,12.6,22.2,,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)",15,164,,10/01/2023,03/31/2024
454050,"Screening for metabolic disorders (SMD)",97,401,,"Alcohol use brief intervention provided or offered",76,161,,59,154,,"Alcohol and other drug use disorder treatment provided or offered at discharge",83,264,,46,264,,"Tobacco use treatment provided or offered at discharge",92,378,,2,378,,"Transition record with specified elements received by discharged patients (TR1)",97,701,,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization",59.8,92,,35.9,92,,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge",79.9,259,,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","Worse Than the National Rate",283,23.8,19.8,28.4,,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)",88,322,,10/01/2023,03/31/2024
454060,"Screening for metabolic disorders (SMD)",100,697,,"Alcohol use brief intervention provided or offered",77,198,,99,153,,"Alcohol and other drug use disorder treatment provided or offered at discharge",97,323,,28,323,,"Tobacco use treatment provided or offered at discharge",92,338,,1,338,,"Transition record with specified elements received by discharged patients (TR1)",85,1402,,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization",53.4,178,,31.5,178,,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge",73.8,317,,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","Worse Than the National Rate",447,22.9,19.8,26.1,,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)",16,687,,10/01/2023,03/31/2024
454064,"Screening for metabolic disorders (SMD)",75,422,,"Alcohol use brief intervention provided or offered",45,154,,47,131,,"Alcohol and other drug use disorder treatment provided or offered at discharge",45,214,,19,214,,"Tobacco use treatment provided or offered at discharge",66,253,,2,253,,"Transition record with specified elements received by discharged patients (TR1)",96,883,,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization",44.4,45,,15.6,45,,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge",75,96,,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","No Different Than the National Rate",126,20.6,16.1,25.9,,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)",45,366,,10/01/2023,03/31/2024
454065,"Screening for metabolic disorders (SMD)",85,523,,"Alcohol use brief intervention provided or offered",86,101,,89,92,,"Alcohol and other drug use disorder treatment provided or offered at discharge",98,263,,98,263,,"Tobacco use treatment provided or offered at discharge",96,183,,58,183,,"Transition record with specified elements received by discharged patients (TR1)",99,741,,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization",51.6,91,,26.4,91,,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge",73.2,164,,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","No Different Than the National Rate",187,17.5,13.8,21.8,,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)",88,365,,10/01/2023,03/31/2024
454076,"Screening for metabolic disorders (SMD)",88,688,,"Alcohol use brief intervention provided or offered",87,257,,99,227,,"Alcohol and other drug use disorder treatment provided or offered at discharge",89,293,,85,293,,"Tobacco use treatment provided or offered at discharge",56,511,,36,511,,"Transition record with specified elements received by discharged patients (TR1)",74,1282,,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization",56.9,102,,34.3,102,,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge","Not Available","Not Available",1,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","No Different Than the National Rate",192,16.8,13.2,20.9,,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)",81,632,,10/01/2023,03/31/2024
454084,"Screening for metabolic disorders (SMD)","Not Available","Not Available",1,"Alcohol use brief intervention provided or offered","Not Available","Not Available",1,"Not Available","Not Available",1,"Alcohol and other drug use disorder treatment provided or offered at discharge","Not Available","Not Available",1,"Not Available","Not Available",1,"Tobacco use treatment provided or offered at discharge","Not Available","Not Available",1,"Not Available","Not Available",1,"Transition record with specified elements received by discharged patients (TR1)",52,61,,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization","Not Available","Not Available",1,"Not Available","Not Available",1,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge","Not Available","Not Available",1,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available",1,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)",42,12,,10/01/2023,03/31/2024
454088,"Screening for metabolic disorders (SMD)",80,161,,"Alcohol use brief intervention provided or offered",14,21,,14,21,,"Alcohol and other drug use disorder treatment provided or offered at discharge",90,111,,90,111,,"Tobacco use treatment provided or offered at discharge",69,83,,69,83,,"Transition record with specified elements received by discharged patients (TR1)",76,320,,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization","Not Available","Not Available",1,"Not Available","Not Available",1,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge","Not Available","Not Available",1,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","No Different Than the National Rate",25,18.5,13.1,25.3,,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)",75,150,,10/01/2023,03/31/2024
454093,"Screening for metabolic disorders (SMD)",87,264,,"Alcohol use brief intervention provided or offered",73,177,,20,166,,"Alcohol and other drug use disorder treatment provided or offered at discharge",44,312,,11,312,,"Tobacco use treatment provided or offered at discharge",0,214,,0,214,,"Transition record with specified elements received by discharged patients (TR1)",67,742,,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization","Not Available","Not Available",1,"Not Available","Not Available",1,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge","Not Available","Not Available",1,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","No Different Than the National Rate",63,20.8,15.5,27.5,,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)",89,426,,10/01/2023,03/31/2024
454094,"Screening for metabolic disorders (SMD)",95,663,,"Alcohol use brief intervention provided or offered",86,29,,93,27,,"Alcohol and other drug use disorder treatment provided or offered at discharge",100,34,,100,34,,"Tobacco use treatment provided or offered at discharge",97,30,,60,30,,"Transition record with specified elements received by discharged patients (TR1)",0,1411,,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization",55.2,172,,32,172,,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge",62.2,288,,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","No Different Than the National Rate",376,21.1,18.1,24.7,,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)",98,592,,10/01/2023,03/31/2024
